,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
sample_148,2.378796296,1.003472222,2.378796296,1.003472222,0.451755297,112.216,96.088,112.1252005,48,-0.041698204,-0.062254863,0.062254863,0.041698204,0.875,1.25,1.5,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.8326,36.796
sample_149,2.378796296,1.003472222,2.378796296,1.003472222,0.451755297,112.216,96.088,112.1252005,48,-0.041698204,-0.062254863,0.062254863,0.041698204,0.875,1.25,1.5,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.8326,36.796
sample_150,2.370694444,1.012731481,2.370694444,1.012731481,0.451755297,112.216,96.088,112.1252005,48,-0.04402657,-0.062499713,0.062499713,0.04402657,1,1.5,1.75,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.8326,36.796
sample_151,2.370694444,1.012731481,2.370694444,1.012731481,0.451755297,112.216,96.088,112.1252005,48,-0.04402657,-0.062499713,0.062499713,0.04402657,1,1.5,1.75,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.8326,36.796
sample_152,2.366944444,1.01962963,2.366944444,1.01962963,0.451755297,112.216,96.088,112.1252005,48,-0.044260161,-0.062509376,0.062509376,0.044260161,0.75,1,1.25,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.8326,36.796
sample_153,2.366944444,1.01962963,2.366944444,1.01962963,0.451755297,112.216,96.088,112.1252005,48,-0.044260161,-0.062509376,0.062509376,0.044260161,0.75,1,1.25,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.8326,36.796
sample_154,2.315462963,1.086805556,2.315462963,1.086805556,0.488902998,112.216,96.088,112.1252005,48,-0.041690861,-0.065118181,0.065118181,0.041690861,1.125,1.75,2.125,1,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,2.9767,36.866
sample_155,2.29,1.111111111,2.29,1.111111111,0.514863604,112.216,96.088,112.1252005,48,-0.041438635,-0.065372252,0.065372252,0.041438635,1.25,1.875,2.375,1,8,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,1,2.9767,36.866
sample_156,3.840486111,0.422453704,3.840486111,0.422453704,0.457318441,112.216,96.088,112.1252005,48,-0.02767551,-0.100120661,0.100120661,0.02767551,1.375,1.75,1.75,0.75,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.9987,38.886
sample_157,2.270833333,0.359953704,2.270833333,0.359953704,0.422474624,112.216,96.088,112.1252005,48,-0.020070233,-0.080487514,0.080487514,0.020070233,1.125,1.5,1.5,0.75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9987,38.886
sample_158,10.8250463,-0.103055556,10.8250463,0.001157407,0.564835869,144.214,128.086,144.1150298,60,0.307870976,-0.465213342,0.465213342,0.307870976,1.3,1.8,2.1,0.875,10,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,1.8416,40.635
sample_159,2.327546296,0.870324074,2.327546296,0.870324074,0.528634716,114.232,96.088,114.1408506,50,-0.041971158,-0.065372253,0.065372253,0.041971158,1.125,1.625,1.75,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3.0786,38.91
sample_160,2.303240741,0.87962963,2.303240741,0.87962963,0.528634716,114.232,96.088,114.1408506,50,-0.039635053,-0.065108513,0.065108513,0.039635053,1,1.375,1.375,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3.0786,38.91
sample_161,2.255898526,1.364795918,2.255898526,1.364795918,0.480610605,114.232,96.088,114.1408506,50,-0.053316205,-0.065382383,0.065382383,0.053316205,0.625,1,1.25,1,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3.3668,39.05
sample_162,2.305555556,0.508680556,2.305555556,0.508680556,0.491153963,114.232,96.088,114.1408506,50,-0.035701171,-0.065108393,0.065108393,0.035701171,1.25,1.625,1.625,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0786,38.91
sample_163,2.284722222,0.521990741,2.284722222,0.521990741,0.491153963,114.232,96.088,114.1408506,50,-0.038018218,-0.062753722,0.062753722,0.038018218,1.125,1.5,1.5,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0786,38.91
sample_164,2.31712963,0.541666667,2.31712963,0.541666667,0.517234096,114.232,96.088,114.1408506,50,-0.033377097,-0.064863327,0.064863327,0.033377097,1.25,1.625,1.625,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.0786,38.91
sample_165,5.314444444,0.954861111,5.314444444,0.954861111,0.5020749,130.231,112.087,130.1357652,56,0.046543272,-0.381452815,0.381452815,0.046543272,0.888888889,1.333333333,1.666666667,1,9,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,2.6032,40.635
sample_166,8.752651172,0.371527778,8.752651172,0.371527778,0.604543152,130.231,112.087,130.1357652,56,0.045866246,-0.396088351,0.396088351,0.045866246,1.333333333,2,2.333333333,1,9,1,1,0,0,0,0,0,0,1,1,1,5,0,0,0,0,2.1951,40.3918
sample_167,4.181203704,1.060185185,4.181203704,1.060185185,0.531191558,129.162,122.106,129.0578492,48,0.070143484,-0.256266728,0.256266728,0.070143484,0.9,1.7,2.6,0,10,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,2,2.2348,41.743
sample_168,3.82537037,1.120925926,3.82537037,1.120925926,0.531525396,118.179,108.099,118.0782503,46,-0.023325206,-0.09551616,0.09551616,0.023325206,1.222222222,1.777777778,2.111111111,0.111111111,9,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2.7197,41.15
sample_169,11.0224537,-0.256388889,11.0224537,0.256388889,0.601336803,150.177,140.097,150.0680796,58,0.337607127,-0.462391326,0.462391326,0.337607127,1.363636364,2,2.545454545,0.222222222,11,0,2,0,0,0,1,0,1,2,0,2,2,0,0,0,1,1.8633,42.3985
sample_170,2.203703704,0.658518519,2.203703704,0.658518519,0.534261738,120.195,108.099,120.0939004,48,-0.021882386,-0.062248395,0.062248395,0.021882386,1,1.555555556,1.888888889,0.333333333,9,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2.81,40.531
sample_171,2.18287037,1.145509259,2.18287037,1.145509259,0.533979067,120.195,108.099,120.0939004,48,-0.030481429,-0.061984847,0.061984847,0.030481429,1.222222222,1.888888889,2.333333333,0.333333333,9,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2.55742,40.557
sample_172,2.175925926,1.139166667,2.175925926,1.139166667,0.533979067,120.195,108.099,120.0939004,48,-0.03074375,-0.061294135,0.061294135,0.03074375,1.111111111,1.666666667,2.111111111,0.333333333,9,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2.55742,40.557
sample_173,2.1875,1.354166667,2.1875,1.354166667,0.493392712,120.195,108.099,120.0939004,48,-0.039754683,-0.056365285,0.056365285,0.039754683,0.666666667,0.888888889,1.111111111,0.333333333,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.61186,40.653
sample_174,2.201388889,1.209166667,2.201388889,1.209166667,0.56249167,120.195,108.099,120.0939004,48,-0.028149798,-0.065065438,0.065065438,0.028149798,1.111111111,1.777777778,2.333333333,0.333333333,9,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,2.6391,40.437
sample_175,2.157407407,1.384259259,2.157407407,1.384259259,0.493392712,120.195,108.099,120.0939004,48,-0.039248261,-0.061721298,0.061721298,0.039248261,0.888888889,1.333333333,1.666666667,0.333333333,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.61186,40.653
sample_176,2.203703704,1.345462963,2.203703704,1.345462963,0.493392712,120.195,108.099,120.0939004,48,-0.039501562,-0.059043014,0.059043014,0.039501562,0.888888889,1.555555556,2,0.333333333,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.61186,40.653
sample_177,11.01270833,0.204282407,11.01270833,0.204282407,0.501755282,138.21,124.098,138.1044651,56,0.155678092,-0.294844131,0.294844131,0.155678092,1.4,2,2.4,0.666666667,10,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,2.3218,41.779
sample_178,2.300204082,1.100694444,2.300204082,1.100694444,0.5318701,126.243,108.099,126.1408506,54,-0.041438638,-0.065372252,0.065372252,0.041438638,1.111111111,1.777777778,2.333333333,1,9,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,1,3.3668,41.483
sample_179,2.302083333,0.666666667,2.302083333,0.666666667,0.542240487,128.259,108.099,128.1565006,56,-0.030793472,-0.064853384,0.064853384,0.030793472,0.666666667,0.888888889,0.888888889,1,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3.6128,43.597
sample_180,2.263711026,1.3671875,2.263711026,1.3671875,0.47772438,128.259,108.099,128.1565006,56,-0.053306317,-0.065382383,0.065382383,0.053306317,0.555555556,0.888888889,1.222222222,1,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3.7569,43.667
sample_181,2.326388889,0.446180556,2.326388889,0.446180556,0.506984426,128.259,108.099,128.1565006,56,-0.030817843,-0.064853205,0.064853205,0.030817843,0.888888889,1.222222222,1.222222222,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4687,43.527
sample_182,11.0257224,-0.429244615,11.0257224,0.402919501,0.664865161,194.186,184.106,194.0579088,74,0.33734222,-0.465417519,0.465417519,0.33734222,0.857142857,1.142857143,1.357142857,0.2,14,0,4,0,0,0,1,0,1,4,0,4,2,0,0,0,1,1.2598,49.121
sample_183,2.258425926,1.301759259,2.258425926,1.301759259,0.508629721,132.206,120.11,132.0939004,52,-0.027602667,-0.061974403,0.061974403,0.027602667,0.8,1.3,1.8,0.4,10,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2.5654,43.084
sample_184,2.225138889,1.233472222,2.225138889,1.233472222,0.595730956,134.222,120.11,134.1095504,54,-0.027897295,-0.065371072,0.065371072,0.027897295,1.1,1.8,2.4,0.4,10,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,3.0292,45.054
sample_185,2.224537037,0.292916667,2.224537037,0.292916667,0.51140067,134.222,120.11,134.1095504,54,-0.013185421,-0.062248045,0.062248045,0.013185421,0.9,1.4,1.7,0.4,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.9841,45.142
sample_186,2.212962963,0.653333333,2.212962963,0.653333333,0.553258492,134.222,120.11,134.1095504,54,-0.021882053,-0.059041992,0.059041992,0.021882053,1,1.5,1.9,0.4,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3.11842,45.268
sample_187,2.277777778,1.146666667,2.277777778,1.146666667,0.58312047,134.222,120.11,134.1095504,54,-0.030733986,-0.061720355,0.061720355,0.030733986,1,1.5,1.9,0.4,10,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,2.8114,45.198
sample_188,2.207175926,1.156759259,2.207175926,1.156759259,0.58312047,134.222,120.11,134.1095504,54,-0.030470989,-0.06197458,0.06197458,0.030470989,0.9,1.3,1.6,0.4,10,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,2.8114,45.198
sample_189,2.243055556,0.766111111,2.243055556,0.766111111,0.583095072,134.222,120.11,134.1095504,54,-0.025564397,-0.062455891,0.062455891,0.025564397,1.1,1.7,2.2,0.4,10,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,2.8851,44.984
sample_190,2.294470663,1.105277778,2.294470663,1.105277778,0.559672775,140.27,120.11,140.1565006,60,-0.041428751,-0.06538221,0.06538221,0.041428751,1.1,1.8,2.4,1,10,0,0,1,0,1,0,0,0,0,0,0,3,1,0,1,1,3.7569,46.1
sample_191,2.269883866,1.36882716,2.269883866,1.36882716,0.468408928,142.286,120.11,142.1721507,62,-0.053306146,-0.065382383,0.065382383,0.053306146,0.5,0.8,1.1,1,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4.147,48.284
sample_192,10.41384976,-1.101899565,10.41384976,0.238845427,0.565450581,183.271,164.119,183.1390534,76,0.066856646,-0.545189439,0.545189439,0.066856646,1.461538462,2.076923077,2.461538462,0.727272727,13,0,2,0,0,0,0,0,0,2,0,2,7,0,0,0,0,1.899,52.07
sample_193,5.578333333,0.869166667,5.578333333,0.869166667,0.670036385,170.211,160.131,170.0731649,64,0.126927749,-0.457384598,0.457384598,0.126927749,0.538461538,0.923076923,1.307692308,0,13,0,1,0,0,0,2,0,2,1,0,1,2,0,0,0,2,3.4789,52.958
sample_194,3.303888889,1.119166667,3.303888889,1.119166667,0.72580301,169.227,158.139,169.0891494,64,0.038370137,-0.355527192,0.355527192,0.038370137,0.538461538,0.923076923,1.307692308,0,13,1,1,0,0,0,2,0,2,1,1,1,2,0,0,0,2,3.4302,56.1667
sample_195,11.54421249,-0.50819161,11.54421249,0.238703704,0.73136251,222.24,208.128,222.0892089,86,0.338495873,-0.462372422,0.462372422,0.338495873,0.9375,1.3125,1.625,0.333333333,16,0,4,0,0,0,1,0,1,4,0,4,4,0,0,0,1,2.04,58.355
sample_196,2.314814815,0.642314815,2.314814815,0.642314815,0.61770292,162.276,144.132,162.1408506,66,-0.021872112,-0.061699697,0.061699697,0.021872112,0.833333333,1.25,1.583333333,0.5,12,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,3.9334,54.62
sample_197,3.718992735,1.203333333,3.718992735,1.203333333,0.34551355,168.324,144.132,168.1878008,72,-0.035341293,-0.103082979,0.103082979,0.035341293,0.833333333,1.333333333,1.833333333,0.833333333,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4.7032,57.424
sample_198,2.279016097,1.370867769,2.279016097,1.370867769,0.430464304,170.34,144.132,170.2034508,74,-0.053305974,-0.065382383,0.065382383,0.053305974,0.416666667,0.666666667,0.916666667,1,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4.9272,57.518
sample_199,5.526780045,0.978298611,5.526780045,0.978298611,0.465366597,186.339,160.131,186.1983655,80,0.046553396,-0.381452449,0.381452449,0.046553396,0.615384615,1.076923077,1.461538462,1,13,0,1,0,0,0,0,0,0,1,0,1,10,0,0,0,0,4.1636,59.103
sample_200,2.159722222,1.029444444,2.159722222,1.029444444,0.645200185,168.239,156.143,168.0939004,64,-0.002577562,-0.062248361,0.062248361,0.002577562,0.538461538,0.923076923,1.307692308,0.076923077,13,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,2,3.2774,55.69
sample_201,11.59577145,-0.287543462,11.59577145,0.287543462,0.730797571,212.248,200.152,212.0837296,80,0.337955184,-0.45722281,0.45722281,0.337955184,0.875,1.4375,2.0625,0.071428571,16,0,2,0,0,0,2,0,2,2,0,2,3,0,0,0,2,3.0436,62.0035
sample_202,2.183472222,1.129814815,2.183472222,1.129814815,0.681460202,182.266,168.154,182.1095504,70,-0.023824284,-0.062248736,0.062248736,0.023824284,0.5,0.857142857,1.214285714,0.142857143,14,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,2,3.4718,60.292
sample_203,3.736442738,1.204861111,3.736442738,1.204861111,0.302902879,196.378,168.154,196.2191009,84,-0.035341293,-0.103082979,0.103082979,0.035341293,0.714285714,1.142857143,1.571428571,0.857142857,14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5.4834,66.658
sample_204,2.285446899,1.37204142,2.285446899,1.37204142,0.373103584,198.394,168.154,198.234751,86,-0.053305973,-0.065382383,0.065382383,0.053305973,0.357142857,0.571428571,0.785714286,1,14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5.7074,66.752
sample_205,11.94474482,-0.470841181,11.94474482,0.268612528,0.538282379,278.348,256.172,278.1518092,110,0.338505965,-0.462078397,0.462078397,0.338505965,0.85,1.25,1.6,0.5,20,0,4,0,0,0,1,0,1,4,0,4,8,0,0,0,1,3.6004,76.823
sample_206,3.749566675,1.205782313,3.749566675,1.205782313,0.255573929,224.432,192.176,224.250401,96,-0.035341293,-0.103082979,0.103082979,0.035341293,0.625,1,1.375,0.875,16,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6.2636,75.892
sample_207,11.36247733,-0.06641231,11.36247733,0.06641231,0.321866146,314.466,280.194,314.2457096,130,0.305277514,-0.465675192,0.465675192,0.305277514,0.590909091,0.954545455,1.318181818,0.888888889,22,0,4,0,0,0,0,0,0,4,0,4,15,0,0,0,0,4.7938,88.67
sample_208,3.759796531,1.206380208,3.759796531,1.206380208,0.216374714,252.486,216.198,252.2817012,108,-0.035341293,-0.103082979,0.103082979,0.035341293,0.555555556,0.888888889,1.222222222,0.888888889,18,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,7.0438,85.126
sample_209,10.33320724,-0.653061016,10.33320724,0.345492118,0.336041979,284.484,248.196,284.2715304,120,0.302839557,-0.48123039,0.48123039,0.302839557,0.6,0.9,1.2,0.944444444,20,1,2,0,0,0,0,0,0,1,1,2,16,0,0,0,0,6.3325,87.1818
sample_210,11.36247733,-0.06641231,11.36247733,0.06641231,0.321866146,314.466,280.194,314.2457096,130,0.305277514,-0.465675192,0.465675192,0.305277514,0.590909091,0.954545455,1.318181818,0.888888889,22,0,4,0,0,0,0,0,0,4,0,4,15,0,0,0,0,4.7938,88.67
sample_211,2.29544658,1.37345679,2.29544658,1.37345679,0.252005312,268.529,228.209,268.3130013,116,-0.053305973,-0.065382383,0.065382383,0.053305973,0.263157895,0.421052632,0.578947368,1,19,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,7.6579,89.837
sample_212,11.42955362,-0.001718424,11.42955362,0.001718424,0.17870564,340.592,296.24,340.3341306,144,0.305277514,-0.465675192,0.465675192,0.305277514,0.541666667,0.916666667,1.333333333,0.954545455,24,0,2,0,0,0,0,0,0,2,0,2,19,0,0,0,0,7.5912,105.413
sample_213,10.04398148,0.064814815,10.04398148,0.064814815,0.435430016,84.118,76.054,84.05751488,34,0.15441298,-0.29490791,0.29490791,0.15441298,1.5,1.666666667,1.666666667,0.4,6,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.1515,25.495
sample_214,5.227623457,-0.171296296,5.227623457,0.171296296,0.45695844,112.987,106.939,111.9846556,32,0.107126299,-0.105408162,0.107126299,0.105408162,1.6,1.8,1.8,1,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2.2001,25.785
sample_215,5.21720679,0.684027778,5.21720679,0.684027778,0.47909543,112.987,106.939,111.9846556,32,0.023429491,-0.126671743,0.126671743,0.023429491,1,1.4,1.4,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.8541,26.057
sample_216,7.90625,0.09375,7.90625,0.09375,0.459049307,76.095,68.031,76.0524295,32,0.045238237,-0.396286473,0.396286473,0.045238237,1,1.4,1.4,1,5,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,-0.6389,18.7886
sample_217,7.893518519,0.189814815,7.893518519,0.189814815,0.418494417,69.107,62.051,69.05784922,28,0.064945717,-0.198057275,0.198057275,0.064945717,1.6,1.8,1.8,0.75,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.16598,20.451
sample_218,5.321651235,0.742777778,5.321651235,0.742777778,0.40247002,127.014,118.95,126.0003056,38,0.022337405,-0.126716226,0.126716226,0.022337405,0.833333333,1.166666667,1.333333333,1,6,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2.2442,30.674
sample_219,3.373263889,0.696759259,3.373263889,0.696759259,0.485589231,137.02,127.948,135.9887624,32,0.011445026,-0.089380671,0.089380671,0.011445026,1.8,2,2,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.1798,28.68
sample_220,5.462191358,0.356481481,5.462191358,0.356481481,0.434375602,92.569,83.497,92.03927797,32,0.030476536,-0.12332142,0.12332142,0.030476536,1.8,2,2,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0237,25.606
